,word,gls,stem,affixes,nonfinite.affixes
7106,ɬ-idaːus,give-dist.pst.3sg,give,"dist, pst, 3sg",
7107,ʂaʦ-ui,get_injured-pst.3f.sg,get_injured,"pst, 3f, sg",
7108,uʂʈ-imaːn,get_up-prs.3sg,get_up,"prs, 3sg",
7109,niɕ-imaːn,sit-prs.3sg,sit,"prs, 3sg",
7110,niʂ-ua,sit-pst.3m.sg,sit,"pst, 3m, sg",
7111,niʂ-imaːn,sit-prs.3sg,sit,"prs, 3sg",
7112,ke-daːus,do-dist.pst.3sg,do,"dist, pst, 3sg",
7113,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7114,muɕ-imek,play-prs.1pl,play,"prs, 1pl",
7115,muɕ-imek,play-prs.1pl,play,"prs, 1pl",
7116,kʰasar-imaːniu,get_tired-prs.2pl,get_tired,"prs, 2pl",
7117,kʰasar-ik,get_tired-vn,get_tired,vn,vn
7118,kʰasar-ik,get_tired-vn,get_tired,vn,vn
7119,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7120,kʰasara-maːn,tire-prs.3sg,tire,"prs, 3sg",
7121,ɬap-ik,run-vn,run,vn,vn
7122,ɬap-ik,run-vn,run,vn,vn
7123,kʰasara-maːn,tire-prs.3sg,tire,"prs, 3sg",
7124,ɬap-i,run-cv,run,cv,cv
7125,kʰasara-maːn-aː,tire-prs.3sg-dat,tire,"prs, 3sg, dat",
7126,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7127,ʥaː,say.imp,say,imp,
7128,muɕ-ik,play-vn,play,vn,vn
7129,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
7130,muɕ-ik,play-vn,play,vn,vn
7131,ke-maːn,do-prs.3sg,do,"prs, 3sg",
7132,ke-maːn,do-prs.3sg,do,"prs, 3sg",
7133,muɕ-imek,play-prs.1pl,play,"prs, 1pl",
7134,ke-mek,do-prs.1pl,do,"prs, 1pl",
7135,ʈopal-i,gather-cv,gather,cv,cv
7136,muaʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7137,muɕ-imek,play-prs.1pl,play,"prs, 1pl",
7138,bot,be.pst.3pl,be,"pst, 3pl",
7139,bot,be.pst.3pl,be,"pst, 3pl",
7140,bot,be.pst.3pl,be,"pst, 3pl",
7141,muɕ-imek,play-prs.1pl,play,"prs, 1pl",
7142,muʂ-imaːniu-aː,play-prs.2pl-q,play,"prs, 2pl, q",
7143,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7144,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7145,tʰamet,be.prs.3pl,be,"prs, 3pl",
7146,tʰanet,be.prs.3pl,be,"prs, 3pl",
7147,tʰanet,be.prs.3pl,be,"prs, 3pl",
7148,tʰanet,be.prs.3pl,be,"prs, 3pl",
7149,muʂ-imaːniu-aː,play-prs.2pl,play,"prs, 2pl",
7150,hila-iton,teach-prf.3pl,teach,"prf, 3pl",
7151,hil-itaneu,learn-prf.2pl,learn,"prf, 2pl",
7152,bui,be.pst.3f.sg,be,"pst, 3f, sg",
7153,ker-ok,do-pst.1pl,do,"pst, 1pl",
7154,ker-o-aː,do-pst.2pl,do,"pst, 2pl",
7155,muɕ-ik,play-vn,play,vn,vn
7156,muɕ-ik,play-pst.1pl,play,"pst, 1pl",
7157,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7158,muʂ-imet,play-prs.3pl,play,"prs, 3pl",
7159,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7160,ker-imem,do-prs.1sg,do,"prs, 1sg",
7161,ke-jiba,do-fut.3sg,do,"fut, 3sg",
7162,ɕuro ker-iton,do.start-prf.3pl,do,"start, prf, 3pl",
7163,baːl-imek,look-prs.1pl,look,"prs, 1pl",
7164,tala-i,put-cv,put,cv,cv
7165,muʂ-imet,play-prs.3pl,play,"prs, 3pl",
7166,ʥa,say.imp,say,imp,
7167,ker-imaːniu,do-prs.2pl,do,"prs, 2pl",
7168,muʂ-imaːniu-aː,play-prs.2pl-q,play,"prs, 2pl, q",
7169,muʂ-imet,play-prs.3pl,play,"prs, 3pl",
7170,ke-wa,do-imp.pl,do,"imp, pl",
7171,ke-met,do-prs.3pl,do,"prs, 3pl",
7172,ʈopal-imet,gather-prs.3pl,gather,"prs, 3pl",
7173,kʰaːi-met,dig-prs.3pl,dig,"prs, 3pl",
7174,kʰaːi,dig,dig,,
7175,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7176,genʈ-imet,win-prs.3pl,win,"prs, 3pl",
7177,genʈ-on,win-pst.3pl,win,"pst, 3pl",
7178,ke-met,do-prs.3pl,do,"prs, 3pl",
7179,ke,do.cv,do,cv,cv
7180,kaɽa-met,suffer_caus(?)-prs.3pl,suffer_caus(?),"prs, 3pl",
7181,kaɽa-ik-e,suffer_caus(?)-vn-erg/ins,suffer_caus(?),"vn, erg/ins",vn
7182,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7183,muɕ-imek,play-prs.1pl,play,"prs, 1pl",
7184,ke-met-aː,do-prs.3pl,do,"prs, 3pl",
7185,ke-met,do-prs.3pl,do,"prs, 3pl",
7186,ker-on,do-pst.3pl,do,"pst, 3pl",
7187,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7188,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7189,taŋga-won,throw-pst.3pl,throw,"pst, 3pl",
7190,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7191,bua,be.pst.3m.sg,be,"pst, 3m, sg",
7192,taːŋga-win,throw-pst.3pl,throw,"pst, 3pl",
7193,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7194,ker-on,do-pst.3pl,do,"pst, 3pl",
7195,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7196,bot,be.pst.3pl,be,"pst, 3pl",
7197,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
7198,ke,do.cv,do,cv,cv
7199,ba-met,can-prs.3pl,can,"prs, 3pl",
7200,ba-met,can-prs.3pl,can,"prs, 3pl",
7201,muʂ-imet,play-prs.3pl,play,"prs, 3pl",
7202,bot,be.pst.3pl,be,"pst, 3pl",
7203,bot,be.pst.3pl,be,"pst, 3pl",
7204,muɕ-imet,play-prs.3pl,play,"prs, 3pl",
7205,b-imet,be-prs.3pl,be,"prs, 3pl",
7206,b-imet,be-prs.3pl,be,"prs, 3pl",
7207,b-imet,be-prs.3pl,be,"prs, 3pl",
7208,b-imet,be-prs.3pl,be,"prs, 3pl",
7209,ʂaʦ-imet-aː,get_injured-prs.3pl,get_injured,"prs, 3pl",
7210,ʂaʦ-imet,get_injured-prs.3pl,get_injured,"prs, 3pl",
7211,nes-maːn,come_out-prs.3sg,come_out,"prs, 3sg",
7212,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7213,bui,be.pst.3f.sg,be,"pst, 3f, sg",
7214,muɕ-imek,play-prs.1pl,play,"prs, 1pl",
7215,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7216,ʐupa-maːniu,make-prs.2pl,make,"prs, 2pl",
7217,ʐupa-mek,make-prs.1pl,make,"prs, 1pl",
7218,leɽa-a,show-imp.sg,show,"imp, sg",
7219,ʐupa-maːniu,make-prs.2pl,make,"prs, 2pl",
7220,ʐupa-met,make-prs.3pl,make,"prs, 3pl",
7221,tʰo-imet,put-prs.3pl,put,"prs, 3pl",
7222,ke-met,do-prs.3pl,do,"prs, 3pl",
7223,ʥaː,say.imp,say,imp,
7224,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7225,bua,be.pst.3m.sg,be,"pst, 3m, sg",
7226,daːm-imaːniu-aː,catch-prs.2pl-q,catch,"prs, 2pl, q",
7227,daːm-imek,catch-prs.1pl,catch,"prs, 1pl",
7228,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7229,ʥ-i,come-cv,come,cv,cv
7230,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7231,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7232,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7233,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7234,muɕ-imek,play-prs.1pl,play,"prs, 1pl",
7235,muʂ-iu,play-opt,play,opt,
7236,baːl-ika,look-fut.1pl,look,"fut, 1pl",
7237,bui,be.pst.3f.sg,be,"pst, 3f, sg",
7238,muʂ,play,play,,
7239,ɬ-a,give-imp.sg,give,"imp, sg",
7240,muʂ-imes,play-prs.2sg,play,"prs, 2sg",
7241,ke-wa,do-imp.pl,do,"imp, pl",
7242,ke-maːn,do-prs.3sg,do,"prs, 3sg",
7243,ke-maːn,do-prs.3sg,do,"prs, 3sg",
7244,ke-man,do-prs.3sg,do,"prs, 3sg",
7245,ke-met,do-prs.3pl,do,"prs, 3pl",
7246,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7247,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7248,ke-jetiu,do,do,,
7249,ʥa-i,say-cv,say,cv,cv
7250,kaɽa-met,suffer_caus(?)-prs.3pl,suffer_caus(?),"prs, 3pl",
7251,niɕ-imet,sit-prs.3pl,sit,"prs, 3pl",
7252,niɕ-imet,sit-prs.3pl,sit,"prs, 3pl",
7253,muɕ-imet,play-prs.3pl,play,"prs, 3pl",
7254,baŋgar-imet,be_afraid-prs.3pl,be_afraid,"prs, 3pl",
7255,baŋgar-imet,be_afraid-prs.3pl,be_afraid,"prs, 3pl",
7256,baŋgar-imet,be_afraid-prs.3pl,be_afraid,"prs, 3pl",
7257,di,go.cv,go,cv,cv
7258,ʂaʦ-iba,get_injured-fut.3sg,get_injured,"fut, 3sg",
7259,ʂaʦ-iba,get_injured-fut.3sg,get_injured,"fut, 3sg",
7260,nes-iba,come_out-fut.3sg,come_out,"fut, 3sg",
7261,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7262,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7263,ʥaː,say.imp,say,imp,
7264,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7265,muɕ-imet,play-prs.3pl,play,"prs, 3pl",
7266,ʥa-met,say-prs.3pl,say,"prs, 3pl",
7267,muɕ-iu,play-opt,play,opt,
7268,ʥa-i,say-cv,say,cv,cv
7269,ʥ-i,come-cv,come,cv,cv
7270,muɕ-imet,play-prs.3pl,play,"prs, 3pl",
7271,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7272,ker-imem,do-prs.1sg,do,"prs, 1sg",
7273,b-isan,be-ptcp.pf,be,"ptcp, pf",
7274,tʰanek,be.prs.1pl,be,"prs, 1pl",
7275,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7276,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7277,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7278,ke-maːn,do-prs.3sg,do,"prs, 3sg",
7279,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
7280,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7281,kʰuda-mek,ask-prs.1pl,ask,"prs, 1pl",
7282,bajaːn ke-wa,do.tell-imp.pl,do,"tell, imp, pl",
7283,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7284,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7285,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7286,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7287,parz-imaːn,understand-prs.3sg,understand,"prs, 3sg",
7288,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7289,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7290,tʰanet,be.prs.3pl,be,"prs, 3pl",
7291,ʥ-itini,come-prf.3f.sg,come,"prf, 3f, sg",
7292,parz-imaːn,understand-prs.3sg,understand,"prs, 3sg",
7293,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7294,bajaːn ker-a,do.tell-imp.sg,do,"tell, imp, sg",
7295,thanet,be.prs.3pl,be,"prs, 3pl",
7296,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7297,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7298,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7299,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7300,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7301,genʈ-imaːn,win-prs.3sg,win,"prs, 3sg",
7302,ke-ik-an-i,do-vn-gen-f,do,"vn, gen, f",vn
7303,ɬ-imaːn,give-prs.3sg,give,"prs, 3sg",
7304,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7305,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7306,ʥa-met,say-prs.3pl,say,"prs, 3pl",
7307,niɕ-imet,sit-prs.3pl,sit,"prs, 3pl",
7308,niɕ-imet,sit-prs.3pl,sit,"prs, 3pl",
7309,niɕ-imet,sit-prs.3pl,sit,"prs, 3pl",
7310,tʰanet,be.prs.3pl,be,"prs, 3pl",
7311,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
7312,saːt-i,raise-cv,raise,cv,cv
7313,zarur-i,need-cv,need,cv,cv
7314,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7315,tʰo-i,put-cv,put,cv,cv
7316,ɪi-tu,give-prf.2sg,give,"prf, 2sg",
7317,ker-aːn,do-pass,do,pass,
7318,d-imaːn,go-prs.3sg,go,"prs, 3sg",
7319,ke-itus,do-prf.3sg,do,"prf, 3sg",
7320,ke-ik-a,do-vn-obl,do,"vn, obl",vn
7321,ke-itus,do-prf.3sg,do,"prf, 3sg",
7322,ke-tus,do-prf.3sg,do,"prf, 3sg",
7323,ke-mes,do-prs.2sg,do,"prs, 2sg",
7324,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7325,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7326,ɬ-isan,give-ptcp.pf,give,"ptcp, pf",
7327,zarur-i,need-cv,need,cv,cv
7328,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7329,ɬ-iwaːwa,give,give,,
7330,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7331,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7332,tʰanet,be.prs.3pl,be,"prs, 3pl",
7333,tʰanet,be.prs.3pl,be,"prs, 3pl",
7334,piaːn-imet,understand-prs.3pl,understand,"prs, 3pl",
7335,piaːn-imet,understand-prs.3pl,understand,"prs, 3pl",
7336,parz-imet,understand-prs.3pl,understand,"prs, 3pl",
7337,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7338,ke-mek,do-prs.1pl,do,"prs, 1pl",
7339,ke-ika,do-fut.1pl,do,"fut, 1pl",
7340,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
7341,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7342,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
7343,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7344,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
7345,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7346,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
7347,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7348,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7349,ke-waːn,do-pass,do,pass,
7350,ga,go.pst.3sg,go,"pst, 3sg",
7351,parz-imaːn,understand-prs.3sg,understand,"prs, 3sg",
7352,koɕiɕ ke-mek,do.try-prs.1pl,do,"try, prs, 1pl",
7353,ker-ika,do-fut.1pl,do,"fut, 1pl",
7354,ɕuro ker-i,do.start-cv,do,"start, cv",cv
7355,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7356,ta-mek,see-prs.1pl,see,"prs, 1pl",
7357,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7358,ɬɪ-met,give-prs.3pl,give,"prs, 3pl",
7359,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7360,tʰana-e,be.prs.3m.sg,be,"prs, 3m, sg",
7361,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7362,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7363,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7364,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7365,tʰinet-e,be.prs.3pl-erg/ins,be,"prs, 3pl, erg/ins",
7366,tʰanet,be.prs.3pl,be,"prs, 3pl",
7367,ke-ik-ãː,do-vn-dat,do,"vn, dat",vn
7368,d-imet,go-prs.3pl,go,"prs, 3pl",
7369,nes-isan,come_out-ptcp.pf,come_out,"ptcp, pf",
7370,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7371,tʰi-maːn-i,be-ptcp.ipf,be,"ptcp, ipf",
7372,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7373,ʥ-imet,come-prs.3pl,come,"prs, 3pl",
7374,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7375,bot,be.pst.3pl,be,"pst, 3pl",
7376,ʥ-imet,come-prs.3pl,come,"prs, 3pl",
7377,ʥ-i,come-cv,come,cv,cv
7378,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7379,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7380,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7381,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7382,bot,be.pst.3pl,be,"pst, 3pl",
7383,di,go.cv,go,cv,cv
7384,ke-met,do-prs.3pl,do,"prs, 3pl",
7385,ker-imet,do-prs.3pl,do,"prs, 3pl",
7386,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7387,tʰɪni,be.prs.3f.sg,be,"prs, 3f, sg",
7388,tʰi,be.cv,be,cv,cv
7389,b-itanet,be-prf.3pl,be,"prf, 3pl",
7390,b-itanet,be-prf.3pl,be,"prf, 3pl",
7391,b-itanet,be-prf.3pl,be,"prf, 3pl",
7392,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7393,bot,be.pst.3pl,be,"pst, 3pl",
7394,bot,be.pst.3pl,be,"pst, 3pl",
7395,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7396,tʰɪni,be.prs.3f.sg,be,"prs, 3f, sg",
7397,bok-ãː,be.pst.1pl-dat,be,"pst, 1pl, dat",
7398,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7399,tʰi,be.cv,be,cv,cv
7400,tʰi,be,be,,
7401,ʥ-i,come-cv,come,cv,cv
7402,ker-et,do-pst.3pl,do,"pst, 3pl",
7403,ʨala-i,drive-cv,drive,cv,cv
7404,di,go.cv,go,cv,cv
7405,ke,do.cv,do,cv,cv
7406,aːja,come.pst.3sg,come,"pst, 3sg",
7407,ɬɪ-tus,give-prf.3sg,give,"prf, 3sg",
7408,ta-i,see-cv,see,cv,cv
7409,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7410,tʰanet,be.prs.3pl,be,"prs, 3pl",
7411,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7412,gaː-i,carry-cv,carry,cv,cv
7413,ke-met,do-prs.3pl,do,"prs, 3pl",
7414,ke,do.cv,do,cv,cv
7415,ke-met,do-prs.3pl,do,"prs, 3pl",
7416,ke-met,do-prs.3pl,do,"prs, 3pl",
7417,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7418,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7419,tʰɪ-maːn,be-prs.3sg,be,"prs, 3sg",
7420,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7421,ker-imem,do-prs.1sg,do,"prs, 1sg",
7422,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7423,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7424,tʰan,be.prs.3m.sg,be,"prs, 3m, sg",
7425,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7426,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7427,tʰinek,be.prs.1pl,be,"prs, 1pl",
7428,ʥa,say.imp,say,imp,
7429,niʂ,sit.imp,sit,imp,
7430,bo,be.pst.2pl,be,"pst, 2pl",
7431,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7432,aːn-u,bring-pst.2sg,bring,"pst, 2sg",
7433,kʰaː-imet,pull_out-prs.3pl,pull_out,"prs, 3pl",
7434,kʰaː-imet-aː,pull_out-prs.3pl,pull_out,"prs, 3pl",
7435,baːti ke-wa,do.discuss-imp.pl,do,"discuss, imp, pl",
7436,kʰaː-imet,pull_out-prs.3pl,pull_out,"prs, 3pl",
7437,kʰaː-i,pull_out-cv,pull_out,cv,cv
7438,ker-imet,do-prs.3pl,do,"prs, 3pl",
7439,kʰaː-i,pull_out-cv,pull_out,cv,cv
7440,tʰo-imet,put-prs.3pl,put,"prs, 3pl",
7441,ke,do.cv,do,cv,cv
7442,aːn-i,bring-cv,bring,cv,cv
7443,tala-mek,put-prs.1pl,put,"prs, 1pl",
7444,tala-maːniu,put-prs.2pl,put,"prs, 2pl",
7445,tala-mek,put-prs.1pl,put,"prs, 1pl",
7446,tala-i,put-cv,put,cv,cv
7447,ke-mek,do-prs.1pl,do,"prs, 1pl",
7448,ke-i,do-cv,do,cv,cv
7449,ɬiwa-mek,collect(?)-prs.1pl,collect(?),"prs, 1pl",
7450,ɬiwa-i,collect(?)-cv,collect(?),cv,cv
7451,ke-mek,do-prs.1pl,do,"prs, 1pl",
7452,bui,be.pst.3f.sg,be,"pst, 3f, sg",
7453,tala-mek,put-prs.1pl,put,"prs, 1pl",
7454,tala-met,put-prs.3pl,put,"prs, 3pl",
7455,ʐu-met,eat-prs.3pl,eat,"prs, 3pl",
7456,tʰɪ-maːn,be-prs.3sg,be,"prs, 3sg",
7457,tala-met,put-prs.3pl,put,"prs, 3pl",
7458,paʦa-i,cook-cv,cook,cv,cv
7459,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7460,tʰi-maːn-aː,be-prs.3sg,be,"prs, 3sg",
7461,tʰi-maːn-aː,be-prs.3sg,be,"prs, 3sg",
7462,tʰana-a,be.prs.3m.sg,be,"prs, 3m, sg",
7463,tʰɪ-maːn,be-prs.3sg,be,"prs, 3sg",
7464,ɬ-a,give-imp.sg,give,"imp, sg",
7465,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
7466,tʰɪ-maːn,be-prs.3sg,be,"prs, 3sg",
7467,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
7468,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
7469,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7470,ɬ-a,give-imp.sg,give,"imp, sg",
7471,ʥa-u,say-pst.2sg,say,"pst, 2sg",
7472,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7473,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7474,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7475,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7476,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7477,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7478,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7479,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7480,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7481,saːt-imet,raise-prs.3pl,raise,"prs, 3pl",
7482,ʐu-met,eat-prs.3pl,eat,"prs, 3pl",
7483,ʐu-met,eat-prs.3pl,eat,"prs, 3pl",
7484,ʐu-met,eat-prs.3pl,eat,"prs, 3pl",
7485,bua,be.pst.3m.sg,be,"pst, 3m, sg",
7486,ʐu-met,eat-prs.3pl,eat,"prs, 3pl",
7487,ɬ-imaːniu-aː,give-prs.2pl,give,"prs, 2pl",
7488,gaː-imaːniu,take-prs.2pl,take,"prs, 2pl",
7489,gaː-imek,take-prs.1pl,take,"prs, 1pl",
7490,gaː-imaːniu,take-prs.2pl,take,"prs, 2pl",
7491,naŋga-i,throw-cv,throw,cv,cv
7492,gaː-imek,take-prs.1pl,take,"prs, 1pl",
7493,gaː-imaːniu-aː,take-prs.2pl-q,take,"prs, 2pl, q",
7494,gaː-imaːn,take-prs.3sg,take,"prs, 3sg",
7495,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7496,ɬ-a,give-imp.sg,give,"imp, sg",
7497,tʰi-met,be-prs.3pl,be,"prs, 3pl",
7498,go-i,take-cv,take,cv,cv
7499,bo,be.imp,be,imp,
7500,feda-mes,reach-prs.2sg,reach,"prs, 2sg",
7501,feda-mes-aː,reach-prs.2sg-q,reach,"prs, 2sg, q",
7502,ke-mes,do-prs.2sg,do,"prs, 2sg",
7503,ke-mes-aː,do-prs.2sg-q,do,"prs, 2sg, q",
7504,ke-mes,do-prs.2sg,do,"prs, 2sg",
7505,feda-i,reach-cv,reach,cv,cv
7506,feda-i,reach-cv,reach,cv,cv
7507,di,go.cv,go,cv,cv
7508,ke-mem,do-prs.1sg,do,"prs, 1sg",
7509,ker-ik-e,do-vn-erg/ins,do,"vn, erg/ins",vn
7510,ɬ-imes,give-prs.2sg,give,"prs, 2sg",
7511,d-itanes-aː,go-prf.2m.sg-q,go,"prf, 2m, sg, q",
7512,bui,be.pst.3f.sg,be,"pst, 3f, sg",
7513,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7514,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7515,ke-me,do,do,,
7516,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
7517,tʰanek,be.prs.1pl,be,"prs, 1pl",
7518,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7519,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7520,kʰuda-mek,ask-prs.1pl,ask,"prs, 1pl",
7521,ɬam ke-maːn,do.work-prs.3sg,do,"work, prs, 3sg",
7522,ʥaː,say.imp,say,imp,
7523,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7524,ʥa-met,say-prs.3pl,say,"prs, 3pl",
7525,ke-met,do-prs.3pl,do,"prs, 3pl",
7526,ke-met,do-prs.3pl,do,"prs, 3pl",
7527,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7528,kʰuɕ-imet,dig-prs.3pl,dig,"prs, 3pl",
7529,kʰuɕ-i,dig-cv,dig,cv,cv
7530,ke,do.cv,do,cv,cv
7531,foʈa-met,break-prs.3pl,break,"prs, 3pl",
7532,foʈa-i,break-f,break,f,
7533,aːn-imet,bring-prs.3pl,bring,"prs, 3pl",
7534,ʥa-met,say-prs.3pl,say,"prs, 3pl",
7535,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
7536,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7537,aːn-i,bring-cv,bring,cv,cv
7538,parz-os-a-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7539,ke-i,do-cv,do,cv,cv
7540,paz-us-aː,understand-pst.3sg-q,understand,"pst, 3sg, q",
7541,ʂa-i,send-cv,send,cv,cv
7542,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
7543,nanŋa-i,throw-cv,throw,cv,cv
7544,tala-met,put-prs.3pl,put,"prs, 3pl",
7545,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7546,aːn-isan,bring-ptcp.pf,bring,"ptcp, pf",
7547,tala-i,put-cv,put,cv,cv
7548,aːn-i,bring-cv,bring,cv,cv
7549,tala-i,put-cv,put,cv,cv
7550,bua,be.pst.3m.sg,be,"pst, 3m, sg",
7551,naŋga-i,throw-cv,throw,cv,cv
7552,tʰo-i,put-cv,put,cv,cv
7553,ke-met,do-prs.3pl,do,"prs, 3pl",
