text_title;sentence_number;include;preceding_word;preceding_word_pos;preceding_word_morph;preceding_word_gls;borrowing;verb;verb_morph;verb_gls;sentence;sentence_gls;sentence_trsl;semantic_field;;;;;;;;;;;;
20220101-HajiLiteratureIntrw;124;yes;iftixaːr;<Not Sure>;iftixaːr;control;Ar;kera;ker-a;do-imp.sg;ãː bom ɕahid tu iftixaːr ker-a;I be.pst.1sg Shaheed you.sg control(?) do-imp.sg;I became a martyr, so be proud of it;9;;;;;;;;;;;;
20220101-HajiLiteratureIntrw;126.1;yes;iftixaːr;<Not Sure>;iftixaːr;control;Ar;kera;ker-a;do-imp.sg;ãː bom ɕahid tu iftixaːr ker-a;I be.pst.1sg Shaheed you.sg control(?) do-imp.sg;None;19;;;;;;;;;;;;
20230111-PrincipleAbdulHadiAtIPS;164;yes;koɕiɕ;nf;koɕiɕ;attempt;Per;kemaːn;ke-maːn;do-prs.3sg;jaːni sabaq hila-ik-an-i koɕiɕ ke-maːn;that.is lesson teach-vn-gen-f attempt do-prs.3sg;i.e try well to teach them lesson;17;;;;;;;;;;;;
20221030-MuhibUllahAboutFarming;75;no;bekelinaːma;nf;bekeli-naːm-a;field-pl-obl;;kemek;ke-mek;do-prs.1pl;au en dara te tali bekeli-naːm-a ke-mek au sa bi au ʥuwaːr au gom au ʂaːli au hattaː ki ʐo bi ke-mek;and prox.erg/ins up dist.obl.sg field-pl-obl do-prs.1pl and prox.obl.sg add and corn and wheat and rice and barley add do-prs.1pl;We grow wheat, maize, barley and paddy here;;;;;;;;;;;;;
20220909-InamullahNarrationAboutRamRam;50;no;bikilinaːma;nf;bikili-naːm-a;field-pl-obl;;keji;ke-ji;do-cv;xalaq bas deqaːni bikili-naːm-a ke-ji taːnu wagila-a ke-met;people okay field-pl-obl do-cv self's thing-obl do-prs.3pl;People earn their livelihood here by farming etc;;;;;;;;;;;;;
20230113-SubhaUllahTalkingAboutHisBusiness;30;no;baraːbar;adj;baraːbar;fine;Per;keika;ke-ika;do-fut.1pl;ki sisʈam misʈam -a baraːbar ke-ika ʥa-i;system m-redupl obl fine do-fut.1pl say-cv;are in the process to furnished it more;;;;;;;;;;;;;
20230514-ConversationBetweenHabibZamanAndAnUllah;71;no;baraːbar;adj;baraːbar;fine;Per;ke;ke;do.cv;pek baraːbar ke gir-imaːnti niaː;a.little fine do.cv wander-debit.2pl;become a beautiful a bit;;;;;;;;;;;;;
20220101-HajiLiteratureIntrw;126.2;yes;iftixaːr;<Not Sure>;iftixaːr;control;Ar;kera;ker-a;do-imp.sg;e ʥaːi tu iftixaːr ker-a;oh mother you.sg control(?) do-imp.sg;I became a martyr, so be proud of it. O my mother, control yourself;9;;;;;;;;;;;;
20211003-SadatIntrwHealth;51;yes;aʈenɖ;<Not Sure>;aʈenɖ;attend;Eng;keik;ke-ik;do-vn;jaː aːm mariz-a baːli-k aʈenɖ ke-ik ama taːnai;patient-obl vn attend do-vn we self;while checking up the patients I myself;19;;;;;;;;;;;;
20211003-SadatIntrwHealth;93;yes;aʈenɖ;<Not Sure>;aʈenɖ;attend;Eng;ke;ke;do;au apreɕan-a paːɬen-a daːmi tamaːm aʈenɖ ke karek-a na ba-maːn bot ba;and operation-obl since-obl attend do which-obl not can-ptcp.ipf be.pst.3pl rel;From surgery to major cases when you can't take care of them;19;;;;;;;;;;;;
20220106-TikaSinging;15;yes;aʈenɖ;<Not Sure>;aʈenɖ;attend;Eng;keriu;ker-iu;do-pst.2sg;karik ki qism-an-i mehfil-naːm-a me bi aʈenɖ ker-iu;which what kind-gen-f party(?)-pl-obl you.pl add attend do-pst.2sg;What kind of parties did you attend?;19;;;;;;;;;;;;
20230112-NoorHassanTellingLifeStory;288;yes;aʈenɖ;<Not Sure>;aʈenɖ;attend;Eng;kei;ke-i;do-cv;aʈenɖ ke-i tenna baːd ja du ɬe baːga pat aman-i meɖikal bui;attend do-cv from.there after indf two three day(24hours) after our-f medical be.pst.3f.sg;after some days we did our medical examination;17;;;;;;;;;;;;
20220701-FazalAkbarAboutCWC;60;yes;ɕirkat;n;ɕirkat;attendance;Ar;kerus;ker-us;do-pst.3sg;ʥo teni bi te ɕirkat ker-us;dist.erg.sg add here attendance do-pst.3sg;He participated here;19;;;;;;;;;;;;
20220701-FazalAkbarAboutCWC;69;yes;ɕirkat;n;ɕirkat;attendance;Ar;kejiba;ke-jiba;do-fut.3sg;ja grup-a nori woj bi ɕirkat ke-jiba aman-i prugraːm-an-i ibtidaː tʰini;indf group-obl now prox.sg add attendance do-fut.3sg our-f program-gen-f be.prs.3f.sg;He will also be participating in this program.;19;;;;;;;;;;;;
20151225-DinMuhammadFolkTale;104;;haŋgaːrnaʂ;nm;haŋgaːr-naʂ;fire;;ke;ke;do.cv;ʑu-num ʥa-us-ãː tenbak di limoʈi je ɬi au tasa haŋgaːr-a ɬi badai haŋgaːr-naʂ ke wuɽ-us;eat-pst.1sg say-pst.3sg-dat after go.cv tail erg/ins by and dist.obl.sg fire-obl give.cv fire do.cv pst.3sg;The cat did not like this and went to the other side and extinguished the fire of the stove;;;;;;;;;;;;;
20220701-FazalAkbarAboutCWC;77;yes;ɕirkat;n;ɕirkat;attendance;Ar;kejikani;ke-jik-an-i;do-vn-gen-f;kara ʥu grup-a ɕirkat ke-jik-an-i koɕiɕ ke-met;who group-obl attendance do-vn-gen-f attempt do-prs.3pl;Participating in every group.;19;;;;;;;;;;;;
20220101-HajiLiteratureIntrw;142.2;yes;zikir;n;zikir;mention;Ar;kera;ker-a;do-imp.sg;hast-a go-i baːl-a zikir ker-a;hand-obl take-cv look-imp.sg mention do-imp.sg;and hold the rosary in your hand and mention it;18;;;;;;;;;;;;
20220106-TikaSinging;35;yes;darxaːst;nf;darxaːst;request;Per;kemek;ke-mek;do-prs.1pl;laka ama bi tãki ɕiki ja darxaːst ke-mek zi;like we add you.sg.dat so indf request do-prs.1pl comp;And we also request that;19;;;;;;;;;;;;
20220122-ShakhiWaterMill;34;yes;baːra;nm;baːra;load;;ke;ke;do.cv;kara ɕiki mi genʈ-i go-i ʥ-imet parz-os-aː baːra ke go-i ʥ-imet;who so tie-cv take-cv come-prs.3pl understand-pst.2sg-q load(?) do.cv take-cv come-prs.3pl;some peolpe bring on shoulder.;10;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;129;yes;ɬam;nm;ɬam;work;;kemet;ke-met;do-prs.3pl;pata-an-a giri mãː ʥa-von ze asun-i gavar-an-i dastur ki tʰini ime ki ɬam ke-met ime ki ɕai-a tʰanet;later-gen-m then I.dat say-pst.3pl comp prox.gen.sg-f Gawar-gen-f custom what be.prs.3f.sg prox.pl what work do-prs.3pl prox.pl what thing-obl be.prs.3pl;after that i was asked what is the Gawar peoples culture;16;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;92;yes;fura;adj;fura;completed;;keidaːum;ke-idaːum;do-dist.pst.1sg;muj aval-an-a karik kitaːb ze din-i bot ba tasu fura ke-idaːum;I.erg first-gen-m which book comp Islam-attr be.pst.3pl irr dist.obl.pl completed do-dist.pst.1sg;i had complited two religious books before;22;;;;;;;;;;;;
20231016-Israr-u-dinAtHisShop;51;yes;ʨeɽ;n;ʨeɽ;bargain;;kemet;ke-met;do-prs.3pl;lawans -an-a xalaq luri maŋgol tʰinet ime bilkul ziaːt ʨeɽ ke-met;Drosh gen-m people Khowar be.prs.3pl prox.pl exactly more bargain do-prs.3pl;the Mongol Khuwar speakers of Darosh argue too much;18;;;;;;;;;;;;
20220122-FridIntrw;32;yes;istifaːda;n;istifaːd-a;benefit;Ar;kemet;ke-met;do-prs.3pl;kata des-i kata xalaq te to pena istifaːd-a ke-met;how.many day how.many people here you.sg.obl from benefit-obl do-prs.3pl;How many people use your services in a day?;19;;;;;;;;;;;;
20230113-SubhaUllahTalkingAboutHisBusiness;46;yes;istifaːda;n;istifaːd-a;benefit;Ar;kemet;ke-met;do-prs.3pl;ki qism -an-a xaalq asan-a istifaːd-a ke-met;what kind gen-m people prox.gen.sg-m benefit-obl do-prs.3pl;how people are served by that?;19;;;;;;;;;;;;
20230114-FazalMolaKaTanoor;58;yes;istifaːda;n;istifaːd-a;benefit;Ar;kemet;ke-met;do-prs.3pl;ate des i kata xalaq to pana istifaːd-a ke-met;here day erg/ins how.many people you.sg.obl from benefit-obl do-prs.3pl;???;19;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;177;no;ef el aːi;<Not Sure>;ef el aːi;FLI;Eng;keiba;ke-iba;do-fut.3sg;xo mon-a taːnu en prinʈar-e ɬi voi tajaːr b-itini ʨʰapaːi asa ef el aːi ke-iba;my-m self's prox.erg/ins printer-erg/ins by prox.sg ready be-prf.3f.sg publishing prox.obl.sg FLI do-fut.3sg;we did its composing ourself and FLI will publish it;;;;;;;;;;;;;
20230215-AliNawazTreatmentWithPatient;103;yes;istifaːda;n;istifaːd-a;benefit;Ar;kemet;ke-met;do-prs.3pl;to pena ki qism -an-a istifaːd-a ke-met;you.sg.obl from what kind gen-m benefit-obl do-prs.3pl;and get your services;19;;;;;;;;;;;;
20230113-SubhaUllahTalkingAboutHisBusiness;133;no;xoraːk;n;xoraːk;food;Psh;kei;ke-i;do-cv;ʐun-on ba ʥu bas laka-a garam garam xoraːk ke-i;eat-pst.3pl irr okay like hot hot food do-cv;and it is the hot food for that day;;;;;;;;;;;;;
20221113-AbdulMananTellingLocalSports;60;no;fuʈbaːl;n;fuʈbaːl;football;Eng;kemet;ke-met;do-prs.3pl;kara fuʈbaːl ke-met kara har qism-an-i kʰel ite b-imaːn;some football do-prs.3pl some every kind-gen-f game here be-prs.3sg;Footbal is all kind of game.;;;;;;;;;;;;;
20230215-AliNawazTreatmentWithPatient;146;no;muft;adj;muft;free;Per;keitum;ke-itum;do-prf.1sg;des bi ʥ-itanet ba bi namaːz peɕi ʨiʈi -e baːd bi ʥ-itanet ba bi muft ke-itum;day add come-prf.3pl irr add prayer holiday erg/ins after add come-prf.3pl irr add free do-prf.1sg;we are here at day and after the afternoon off, we are also availible;;;;;;;;;;;;;
20230629-DayFirstOfEidulAdha;187.1;no;azaːd;adj;azaːd;free;Per;keron;ker-on;do-pst.3pl;bas ki bi ker-on ba taːnu bonɖri -a azaːd ker-on ba;okay any(thing) add do-pst.3pl irr self's boundary obl free do-pst.3pl irr;None;;;;;;;;;;;;;
20230327-MuhammadAliShahTalkingAboutLemonGarden;79;yes;istifaːda;n;istifaːd-a;benefit;Ar;kemes;ke-mes;do-prs.2sg;ki qism -an-a istifaːd-a ke-mes jaː xalaq;what kind gen-m benefit-obl do-prs.2sg or people;what type of benefits can people get ?;19;;;;;;;;;;;;
20230215-AliNawazTreatmentWithPatient;144;no;muft;adj;muft;free;Per;kemek;ke-mek;do-prs.1pl;fis mis ama na ga-mek muft ke-mek;fee(?) m-redupl we not take-prs.1pl free do-prs.1pl;no fee is here, its free of cost;;;;;;;;;;;;;
20230215-AliNawazTreatmentWithPatient;145;no;muft;adj;muft;free;Per;ketum;ke-tum;do-prf.1sg;el bi ʥ-itanet ba muft ke-tum;night add come-prf.3pl irr free do-prf.1sg;we do it free;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;98;no;fri;adj;fri;free;Eng;kei;ke-i;do-cv;aur ime jatim-aːn-aːn nikanika fri ke-i;and prox.pl orphan-pl-pl children free do-cv;and these ophan children are learning free;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;106;no;friː;adj;friː;free;Eng;keitok;ke-itok;do-prf.1pl;matlab menʈaliː gila tʰanet tasu bi friː ke-itok;meaning mentally thing be.prs.3pl dist.obl.pl add free do-prf.1pl;phychologically and mantally crazy;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;113;no;friː;adj;friː;free;Eng;ketok;ke-tok;do-prf.1pl;waɽa ki ke-maːn ba ke-ijau ʥa-i tasu ɕil-a xalq -an-a nikanika-a amaj te friː ke-tok;any(thing) do-prs.3sg irr do-opt say-cv dist.obl.pl such-m people gen-m children-obl we.erg dist.obl.sg free do-prf.1pl;we teach children of that type of people free;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;114;no;friː;adj;friː;free;Eng;ketok;ke-tok;do-prf.1pl;friː ke-tok sar;free do-prf.1pl Sir;teaches free, sir;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;115;no;friː;adj;friː;free;Eng;kejiu;ke-jiu;do-opt;su muj ʥa-idaːum su friː ke-jiu;prox.pl.obl I.erg say-dist.pst.1sg prox.pl.obl free do-opt;I told that teach them free;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;116;no;friː;adj;friː;free;Eng;keituaː;ke-itua-aː;do-prf.1pl(?);su friː ke-itua-aː;prox.pl.obl free do-prf.1pl(?);so are (taught) free;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;117;no;friː;adj;friː;free;Eng;ketum;ke-tum;do-prf.1sg;eː friː ke-tum sar;free do-prf.1sg Sir;yes sir they are taught free;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;153;no;friː;adj;friː;free;Eng;kera;ker-a;do-imp.sg;sai sai tasa friː ker-a friː ker-a;dist.obl.sg free do-imp.sg free do-imp.sg;alright teach her free;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;153;no;friː;adj;friː;free;Eng;kera;ker-a;do-imp.sg;sai sai tasa friː ker-a friː ker-a;dist.obl.sg free do-imp.sg free do-imp.sg;alright teach her free;;;;;;;;;;;;;
20230507-ConversationBetweenPrincipalAndATeacher;154;no;friː;adj;friː;free;Eng;kema;ke-ma;do-fut.1sg;friː ke-ma bas saːhi tʰana sar;free do-fut.1sg okay fine be.prs.3m.sg Sir;ok sir will teach her free;;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;116;yes;daːxil;adj;daːxil;entered;Ar;kedaːum;ke-daːum;do-dist.pst.1sg;ime mon-a ɕaːgird-aːn tʰanet aval-a daːxil ke-daːum daʂma-an-i sarʈifikeʈ asun-a hast-a ɬ-item allah asu taraqi ɬ-ijau izat ɬ-ijau;prox.pl my-m student-pl be.prs.3pl first-obl entered do-dist.pst.1sg gen-f certificate prox.gen.sg-m hand-obl give-prf.1sg God prox.obl.pl development give-opt honour give-opt;they are my students i admitted and gave them matric pass certificates. may God grant them succses and respect;?;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;201;yes;xarʨa;n;xarʨa;expense;Per;kaitum;ka-itum;do-prf.1sg;taːnu asa penɕen-i-a taːnu karik zi gila bui ba asu muj ite rataj xarʨa ka-itum;self's prox.obl.sg pension-obl self's which comp thing be.pst.3f.sg irr prox.obl.pl I.erg dist.obl.sg on expense do-prf.1sg;i have spent my pension on that;9;;;;;;;;;;;;
20230327-MuhammadAliShahTalkingAboutLemonGarden;100;no;mewa;n;mewa;fruit;Per;keridaːon;ker-idaːon;do-dist.pst.3pl;par karik ʂãkuli -e mewa ker-idaːon ba tasu ʂãkuli -a ʦʰin-ana tʰ-imaːn;which branch(?) erg/ins fruit do-dist.pst.3pl rel dist.obl.pl branch(?) obl cut-nonfin.debit be-prs.3sg;the branches that had bore furit should be cut;;;;;;;;;;;;;
20230521-GirlsGroupDiscussionDuringPlaying;103;no;lutur;n;lutur;frying;;ketus;ke-tus;do-prf.3sg;ke taːnu fuk -a lutur ke-tus;do.cv self's obl frying do-prf.3sg;she made herself red;;;;;;;;;;;;;
20220909-JihadUllahTellingLifeStory;27;yes;lutur;<Not Sure>;lutur;burning;;kei;ke-i;do-cv;au daːr maːr-naːm ʈopala-i tasa tine lutur ke-i;and wood m-redupl-pl collect-cv dist.obl.sg there burning(?) do-cv;After burning the fire we roasted the meat;5;;;;;;;;;;;;
20230112-NoorHassanTellingLifeStory;27;yes;kaːl;<Not Sure>;kaːl;call;Eng;ke;ke;do.cv;karaːʨi -an-a ja haːl i kaːl ke ali xaːn haːʥi;Karachi gen-m indf situation erg/ins call do.cv Ali Khan Haji;from karachi Haji Ali Khan was calling moment by moment;9;;;;;;;;;;;;
20230514-LifeStoryOfHabibZaman;57;yes;kaːl;<Not Sure>;kaːl;call;Eng;keum;ke-um;do-pst.1sg;tinena muj nambar -e pulus -ãː kaːl ke-um tinena pulus aːja tinena;from.there I.erg number erg/ins policeman dat call do-pst.1sg from.there policeman come.pst.3sg from.there;i dialed the number and called the police and police arrive;9;;;;;;;;;;;;
20220106-TikaSinging;76;no;xvand;n;xvand;fun;Psh;keus;ke-us;do-pst.3sg;law xvand ke-us;very fun do-pst.3sg;It was a lot of fun;;;;;;;;;;;;;
20220408-HizbullahPlayingDubbleKhargai;50;no;xwand;n;xwand;fun;Psh;kemaːn;ke-maːn;do-prs.3sg;xwand ke-maːn;fun do-prs.3sg;It's fun;;;;;;;;;;;;;
20220408-HizbullahPlayingDubbleKhargai;51;no;xwand;n;xwand;fun;Psh;kemaːn;ke-maːn;do-prs.3sg;xwand ke-maːn waːri;fun do-prs.3sg besides;It's a lot of fun;;;;;;;;;;;;;
20220506-HamasAfghanAtArandu;12;no;xwand;n;xwand;fun;Psh;keus;ke-us;do-pst.3sg;ʨakarmaːm law waːl ke-ok law xwand ke-us du kaːl baːd aːj-ak axtar-ãː ki;very do-pst.1pl very fun do-pst.3sg two year after come-pst.1pl Eid-dat to;A lot of wandering here. had a lot of fun. We came here after a long time.;;;;;;;;;;;;;
20221030-HizbullahTellingAboutAGame;168;no;kʰel;n;kʰel;game;Ur;kemaːniu;ke-maːniu;do-prs.2pl;baːti ker-iu me du-mi taːnu manzi baːti ker-iu waːri karik karik kʰel ke-maːniu;word do-pst.2sg you.pl two-collect self's with/at word do-pst.2sg besides which which game do-prs.2pl;You two talk to each other;;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;135;yes;ʨʰapaːi;n;ʨʰapaːi;publishing;;keitus;ke-itus;do-prf.3sg;teni mãː asa ʨʰapaːi ke-itus;dist.erg.sg I.dat prox.obl.sg publishing do-prf.3sg;he has published it;9;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;202;no;tajaːr;adj;tajaːr;ready;Ar;kemem;ke-mem;do-prs.1sg;ke-ji au nori asa safar-naːm-a tajaːr ke-mem naj ba ime ɖaːiri-naːm tʰanet;do-cv and now prox.obl.sg travelling-pl-obl ready do-prs.1sg no irr prox.pl diary-pl be.prs.3pl;now i am making ready the travel story;;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;98;yes;tajaːr;adj;tajaːr;ready;Ar;keum;ke-um;do-pst.1sg;asa augaːn gaːʂʈe gavargaːʂe au urdugaːʂʈe zabaːn-an-i asa ɖikiɕneri-a muj tajaːr ke-um;prox.obl.sg Pathan language Gawar-language and Urdu-language language-gen-f prox.obl.sg dictionary-obl I.erg ready do-pst.1sg;compiled the dictionary in three languages i.e Gawarbati, pashto and urdu;18;;;;;;;;;;;;
20221030-HizbullahTellingAboutAGame;166;no;kʰela;n;kʰel-a;game-obl;Ur;kejiu;ke-jiu;do-opt;ʦo rai taːnu kʰel-a ke-jiu me;self's game-obl do-opt you.pl;I had presented my game;;;;;;;;;;;;;
20230327-MuhammadAliShahTalkingAboutLemonGarden;49;yes;tabdili;n;tabdili;change;Ar;kejiu;ke-jiu;do-opt;a me bi ɕiki tabdili ke-jiu taːnu alaːqa-a;you.pl add so change do-opt self's area-obl;so that the people can also bring such change in their area;19;;;;;;;;;;;;
20230327-MuhammadAliShahTalkingAboutLemonGarden;54;yes;tabdil;n;tabdil;change;Ar;keji;ke-ji;do-cv;asu xalq -a muaːɕira-a tabdil ke-ji ba-mek;prox.obl.pl people obl society-obl change do-cv can-prs.1pl;can change the people in our society;19;;;;;;;;;;;;
20220809-HabibUllahNaimJanAboutShoping;29;no;allah;n;allah;God;Ar;kajiba;ka-jiba;do-fut.3sg;inɕaːllah b-iba allah ka-jiba baj ke-jiba xo;inshallah be-fut.3sg God do-fut.3sg good do-fut.3sg but;Inshallah Allah will make it better;;;;;;;;;;;;;
20220809-HabibUllahNaimJanAboutShoping;71;no;allah;n;allah;God;Ar;kejiau;ke-jiau;do;bas allah ke-jiau ʨi har ɕaiamãː ki arzaːn b-itiau ama law muɕkilaːt-a tʰinek;okay God do that every thing-we.dat to cheap be we very difficulties-obl be.prs.1pl;None;;;;;;;;;;;;;
20211114-AhmadDrivingStory;133;no;bai;adj;baj;good;;kerus;ker-us;do-pst.3sg;tasui ʥa-on ʨi woj ɖriving baj ker-us au me karik tʰana e na ba-wo me fel bo;dist.erg.pl say-pst.3pl that prox.sg driving good do-pst.3sg and you.pl which be.prs.3m.sg not can-pst.2pl you.pl fail be.pst.2pl;They replies that answer was that I was good at driving and you guys couldn't;;;;;;;;;;;;;
20220809-HabibUllahNaimJanAboutShoping;29;no;bai;adj;baj;good;;kejiba;ke-jiba;do-fut.3sg;inɕaːllah b-iba allah ka-jiba baj ke-jiba xo;inshallah be-fut.3sg God do-fut.3sg good do-fut.3sg but;Inshallah Allah will make it better;;;;;;;;;;;;;
20230215-SharGhaniTreatmentWitPatient;37;no;bai;adj;baj;good;;kemes;ke-mes;do-prs.2sg;baj ke-mes ba woj ɖispri -an-i golai na tʰini-aː asa lik-ema tãː;good do-prs.2sg irr prox.sg Dispirin gen-f tablet not be.prs.3f.sg-q prox.obl.sg write-fut.1sg you.sg.dat;i prescribe you the Dispirin tablet;;;;;;;;;;;;;
20230519-WheatCuttingDiscussionBetweenNoorHussanMisbahSirajAndMuneerAhmad;97;no;bai;adj;baj;good;;kero;ker-o;do-pst.2pl;ʂubaːn-i leɬ kata leɬ baj ker-o ba ata ʂubaːn b-imaːn;good-f harvest a.few harvest good do-pst.2pl irr here beautiful be-prs.3sg;it looks beautiful by cutting clear;;;;;;;;;;;;;
20230519-WheatCuttingDiscussionBetweenNoorHussanMisbahSirajAndMuneerAhmad;188;no;bai;adj;baj;good;;kemaːn;ke-maːn;do-prs.3sg;baj b-isa ʥa-a leɬ baj ke-maːn xalq -a ʥa-a;good be-fut.2sg say-imp.sg harvest good do-prs.3sg people obl say-imp.sg;Say that you will get well. Harvesting wheat brings health;;;;;;;;;;;;;
20220409-RafeezUllahDarsolQuran;17;no;neki;n;neki;good_deeds;Per;keikani;ke-ik-an-i;do-vn-gen-f;har insaːn-a allah tabaːra wa taaːla te roza-an-i maːsoi-a neki ke-ik-an-i taufeq ɬ-imaːn;every human.being-obl great and glorious God dist.obl.sg Ramadan-gen-f month-obl good_deeds do-vn-gen-f agreement give-prs.3sg;Allah allows people to do good deeds in this month;;;;;;;;;;;;;
20220123-MulaAdinaLokDastan;47;no;lafla;adj;lafl-a;good-m;;kei;ke-i;do-cv;voi tasan-a foʈu tʰana ʦʰaːrʈa asan-a naxa tʰana piaːn-aːn d-imaːn lafl-a ke-i;prox.sg dist.gen.sg-m photo be.prs.3m.sg axe prox.gen.sg-m be.prs.3m.sg know-pass go-prs.3sg good-m do-cv;This is his photo and the ax is his sign;;;;;;;;;;;;;
20220124-SadaatVisitAkroiToArandugole;58;no;lafla;adj;lafl-a;good-m;;ke;ke;do.cv;ten naŋga-i ɬ-itua ɬ-itua maːla-a lafl-a ke ga-ik-ãː ki;dist.erg.sg throw-cv give-prf.1pl(?) give-prf.1pl(?) down-m good-m do.cv go-vn-dat to;when we reached to the mid of the hill;;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;44;no;lafla;adj;lafl-a;good-m;;ke;ke;do.cv;baj fasl-a woj tʰana ze tasa woj tʰana ze lafl-a ke tasa bikili-a komal ker-a;good harvest-obl prox.sg be.prs.3m.sg comp dist.obl.sg prox.sg be.prs.3m.sg comp good-m do.cv dist.obl.sg field-obl plow do-imp.sg;For a good harvest, first you have to plow well;;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;61;no;lafla;adj;lafl-a;good-m;;ke;ke;do.cv;har ɕai woj tʰana ze jaːni tasa bikili-a tasa bikili-a tasãː ki lafl-a ke ʑupa-asa ki bi kar ke-mes ba jaːni bikila law komal ke ʑupa-asa;every thing prox.sg be.prs.3m.sg comp that.is dist.obl.sg field-obl dist.obl.sg field-obl dist.dat.sg to good-m do.cv make-fut.2sg what add do-prs.2sg that.is very plow do.cv make-fut.2sg;Everything you grow, you have to has to be well made and softened the land.;;;;;;;;;;;;;
20230507-ConversationBetweenTwoStudentEmanAndAfradKhan;177;no;ʂubaːna;adj;ʂubaːn-a;good-m;;ke;ke;do.cv;har ɕai -a law ʂubaːn-a ke ke-mek ama;every thing obl very good-m do.cv do-prs.1pl we;every thing is done in good manner;;;;;;;;;;;;;
20230519-GroupConversationBetweenSharifUllahBahramKhanSharhussanAndImtiazAhmad;26;no;ʂobaːna;adj;ʂobaːn-a;good-m;;ke;ke;do.cv;ʂobaːn-a ke baːl-a hagaɽ -a;good-m do.cv look-imp.sg cloak(?) obl;spread the sheet well;;;;;;;;;;;;;
20230519-GroupConversationBetweenSharifUllahBahramKhanSharhussanAndImtiazAhmad;126;no;ʂobaːna;adj;ʂobaːn-a;good-m;;ke;ke;do.cv;asa ʂobaːn-a ke duwa-i safaː-i ɬi;prox.obl.sg good-m do.cv wash-cv clean-nmlz give.cv;It has to be washed and cleaned;;;;;;;;;;;;;
20160110-GulMuhammadFolkTale;11;;ɣaibat;n;ɣaibat;gossip;Ar;kemem;ke-mem;do-prs.1sg;e mon-a allah ʥa-us-e woj ki baːti āː kark-an-a ɣaibat ke-mem karek aɕaq tʰana kara ki;oh my-m God say-pst.3sg prox.sg what word I someone-gen-m gossip do-prs.1sg which love be.prs.3m.sg who what;"The man heard and said, ""Oh my God, which lover am I gossiping about? I have no knowledge of anyone's love.""";;;;;;;;;;;;;
20230629-DayFirstOfEidulAdha;196;yes;maɕxultiaː;n;maɕxultiaː;chatting;Ar;kemaːn;ke-maːn;do-ptcp.ipf;taːnu manzi maɕxultiaː ke-maːn bot axtar -an-i mubaːrak-baːd ɬ-imaːn bot axtar -an-i baːti ke-maːn bot;self's with/at chatting do-ptcp.ipf be.pst.3pl Eid gen-f blessed give-ptcp.ipf be.pst.3pl Eid gen-f word do-ptcp.ipf be.pst.3pl;they were chatting with each other, greeting Eid with one another;18;;;;;;;;;;;;
20230114-SidiqAkberShopKeparWithHabibShah;76;yes;ʨek;n;ʨek;check;Eng;keranaː;ker-ana-aː;do-nonfin.debit;gaːzari -a ʨek ker-ana-aː ustaːz gaːzari ta miʂʈ-i tʰ-imaːn xo;carrot obl check do-nonfin.debit teacher carrot sweet-f be-prs.3sg;taste the carrots sir, are they sweet?;5;;;;;;;;;;;;
20220123-MulaAdinaLokDastan;62;no;ipek;<Not Sure>;ipek;gradually;;keua;ke-ua;do-pst.3m.sg;alhamdu lillah karik ʈem-a amaj taːlim ipek ke-ua;praise be to God which time-obl we.erg education gradually do-pst.3m.sg;Praise be to Allaah. When we got a little education;;;;;;;;;;;;;
20230519-ConversationBetweenJamrozKhanBabaAndRahimullah;82;no;bandakai;n;bandakai;greens;?;kema;ke-ma;do-fut.1sg;ten mon-i nanaːni -e ãː tine bandakai ke-ma ʥa-us tu tine ʥwaːr ke-sa;dist.erg.sg my-f brother's.wife erg/ins I there greens do-fut.1sg say-pst.3sg you.sg there corn do-fut.2pl;My sister-in-law told me that I will do the greens and you will pluck the corns;;;;;;;;;;;;;
20230114-SidiqAkberShopKeparWithHabibShah;77;yes;ʨek;n;ʨek;check;Eng;kemes;ke-mes;do-prs.2sg;hãː tu tu asa gila-a baj ʨek ke-mes tu ɕugar xo na tʰines;yes you.sg you.sg prox.obl.sg thing-obl good check do-prs.2sg you.sg sugar not be.prs.2sg;check it yourself, are you a diabetic patient or not ?;4;;;;;;;;;;;;
