text_title;sentence_number;include;preceding_word;preceding_word_pos;preceding_word_morph;preceding_word_gls;borrowing;verb;verb_morph;verb_gls;sentence;sentence_gls;sentence_trsl;semantic_field;;;;;;;;;;;;
20211003-AliIntrwPolitics;174;yes;taraqi;n;taraqi;development;Ar;ɬika;ɬ-ika;give-fut.1pl;patagran taːɳu laːm-aː̄ ki ama taraqi ɬ-ika ama;back self's village-dat to we development give-fut.1pl we;will develop our village;9?;;;;;;;;;;;;
20211003-SadatIntrwHealth;101;yes;naːm;nm;naːm;name;;ɬi;ɬi;give.cv;naːm ɬi ba-mes-aː ɖaːkʈar-aːn-an-a ja kata zan-an-a;name give.cv can-prs.2sg-q doctor-pl-gen-m indf how.many person-gen-m;Can you call the name of those doctors?;18;;;;;;;;;;;;
20211003-SardarIntrwPoetry;19;yes;haːra;n;haːra;song;;ɬet;ɬet;give.pst.3pl;au kine prugraːm zuwaːn-aːn taːnu manze ket ba augaːn gaːʂʈe haːra ɬet;and program young.man-pl self's with/at do-pst.3pl irr Pathan language song give.pst.3pl;The youth arrange a music party but used to sing in Pushto language only;18;;;;;;;;;;;;
20220122-FridIntrw;107;no;ʈem;nf;ʈem;time;;ɬitu;ɬ-itu;give-prf.2sg;te ʂaʦi tuĩ ʈem ɬ-itu ama ton-a bi ɕukriaː adaː ke-mek;dist.obl.sg for you.sg.erg time give-prf.2sg we your-m add thanks do-prs.1pl;We would like to thank you for your time;;;;;;;;;;;;;
20220122-SakhiJanStory;25;no;ʈʰaːn;nm;ʈʰaːn;area;;ɬa;ɬ-a;give-imp.sg;faːʈʂãː d-itanait faːʈʂãː di tine dara-i ʥa-iton ʨi ama ʈʰaːn ɬ-a;king go-prf.3pl king go.cv that.obl leave-cv say-prf.3pl that we.obl area give-imp.sg;The king of that time has been asked to take his place;;;;;;;;;;;;;
20220122-SakhiJanStory;27;no;ʈʰaːn;nm;ʈʰaːn;area;;ɬema;ɬema;give.fut.1sg;me belkul ʈʰaːn ɬema ʥa-i ɕuɣur-a ʈʰaːn ɬ-itus;you.pl exactly area give.fut.1sg say-cv Shughur-obl area give-prf.3sg;Of course I will give you a place but in an area called Shughur;;;;;;;;;;;;;
20220122-SakhiJanStory;27;no;ʈʰaːn;nm;ʈʰaːn;area;;ɬitus;ɬ-itus;give-prf.3sg;me belkul ʈʰaːn ɬema ʥa-i ɕuɣur-a ʈʰaːn ɬ-itus;you.pl exactly area give.fut.1sg say-cv Shughur-obl area give-prf.3sg;Of course I will give you a place but in an area called Shughur;;;;;;;;;;;;;
20220122-SakhiJanStory;47;no;faːʈʂaːe;nm;faːʈʂaː-e;king-erg/ins;;ɬitus;ɬ-itus;give-prf.3sg;asu ɬam keɬaː go-i faːʈʂaː-e ɬ-itus;prox.obl.pl work take-cv king-erg/ins give-prf.3sg;Which the king has sent to serve them;;;;;;;;;;;;;
20220122-ShakhiWaterMill;65;no;ʈem;nf;ʈem;time;;ɬitu;ɬ-itu;give-prf.2sg;law meʰrbaːni naː amã ʈem ɬ-itu law meʰrbaːni;very thanks time give-prf.2sg very thanks;Thanks for your time.;;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;116;no;hasta;nm;hast-a;hand-obl;;ɬitem;ɬ-item;give-prf.1sg;ime mon-a ɕaːgird-aːn tʰanet aval-a daːxil ke-daːum daʂma-an-i sarʈifikeʈ asun-a hast-a ɬ-item allah asu taraqi ɬ-ijau izat ɬ-ijau;prox.pl my-m student-pl be.prs.3pl first-obl entered do-dist.pst.1sg gen-f certificate prox.gen.sg-m hand-obl give-prf.1sg God prox.obl.pl development give-opt honour give-opt;they are my students i admitted and gave them matric pass certificates. may God grant them succses and respect;;;;;;;;;;;;;
20211003-SardarIntrwPoetry;20;yes;haːra;n;haːra;song;;ɬet;ɬet;give.pst.3pl;dukka mongol gaːʂʈi bi haːra ɬet;Khowar language add song give.pst.3pl;some litte in Khowar language as well.;18;;;;;;;;;;;;
20211003-SardarIntrwPoetry;49;yes;prugraːm;nf;prugraːm;program;Eng;limaːn;li-maːn;give-ptcp.ipf;aː̄ tine isʈeɕan-a gawargaːʂte prugraːm li-maːn bom;I that.obl station-obl Gawar-language program give-ptcp.ipf be.pst.1sg;And I started programming in Guarani language in this radio station;9;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;123;no;hisa;nf;hisa;part;;naɬimaːn;na-ɬ-imaːn;neg-give-prs.3sg;karik maːnuʂ taːnu zu-a duraːje ɬ-imaːn neɽai ɬ-imaːn kine ɬ-imaːn har ki xo meraːsa hisa na-ɬ-imaːn;which man self's daughter-obl far give-prs.3sg in.front.of give-prs.3sg where give-prs.3sg every any(thing) but heritage(?) part neg-give-prs.3sg;the one how marry his daughter far or near but don't give her share of inheritance;;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;125;no;haq;n;haq;share(?);;ɬijaːn;ɬ-ijaːn;give-pass;zu-an-a bi haq tʰana kata ze puɬ-an-a haq tʰana ba ten hisaːb-e haq ɬ-ijaːn d-ijau ʥa-i;daughter-gen-m add share(?) be.prs.3m.sg how.many comp son-gen-m share(?) be.prs.3m.sg irr dist.erg.sg counting-erg/ins share(?) give-pass go-opt say-cv;daughter has shares as son has, so give acordingly;;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;198;no;ɕikil;n;ɕikil;form;;ɬijana;ɬ-ijana;give-nonfin.debit;asa bi ja kitaːb-i ɕikil ɬ-ijana tʰana;prox.obl.sg add indf book-attr form give-nonfin.debit be.prs.3m.sg;has to give it a book form too;;;;;;;;;;;;;
20220124-SadaatVisitAkroiToArandugole;22;no;gila;n;gila;thing;;ɬimes;ɬ-imes;give-prs.2sg;ʈem ta tu amãː ki gila ɬ-imes ba-mek-aː xo naj;time you.sg we.dat to thing give-prs.2sg can-prs.1pl but no;We asked a man that we can pass further from here.;;;;;;;;;;;;;
20211003-SardarIntrwPoetry;57;yes;ʈrenig;n;ʈrenig;training;Eng;ɬituse;ɬ-itus-e;give-prf.3sg;giri ef el aːi idaːra e karik amaː̄ ki ʈrenig ɬ-itus-e;then FLI department erg/ins which we.dat to training give-prf.3sg;Then there is FLI, which has given us training;17;;;;;;;;;;;;
20211031-AlifIntrwLiteracy;37;yes;iʥukeɕan;n;iʥukeɕan;education;Eng;ɬiwaːn;ɬ-iwaːn;give;jaːni proper taːreqa e ɬi iʥukeɕan ɬ-iwaːn na ga-i;that.is proper way erg/ins by education give not cv;That is, people could not be educated properly.;17;;;;;;;;;;;;
20220124-SadaatVisitAkroiToArandugole;121;no;ʈem;nf;ʈem;time;;lidaːua;li-daːua;give;ke-ik-an-a baːd ɕila bua zi ʥo tasa manzi niɕ-ast bui niɕ-asta ki amaj giri ʈem li-daːua;do-vn-gen-m after such.thing be.pst.3m.sg comp dist.obl.sg with/at sit be.pst.3f.sg sit to we.erg time give;We gave time and sat down with them;;;;;;;;;;;;;
20220126-AfserStory;21;no;paisa;nm;pajsa;money;;ɬitum;ɬ-itum;give-prf.1sg;ɖiaːi-e ʥa-us naj naj pajsa ɬ-itum bas ʦo d-imek;friend-erg/ins say-pst.3sg no no money give-prf.1sg okay go-prs.1pl;The companion said no we have taken the ticket so let's go.;;;;;;;;;;;;;
20220126-AfserStory;25;no;baːga;n;baːga;day(24hours);;ɬi;ɬi;give.cv;tine baːga ɬitok baːga ɬi giri ɖiaːi-ãː muj ʥa-um nori ki ke-ika teni ʥa-us jaːr ɕila tine aman-a ja mumaː bua taːʥ mamad uniʂiʈi-a dar-imaːn bua;there day(24hours) day(24hours) give.cv then friend-dat I.erg say-pst.1sg now what do-fut.1pl dist.erg.sg say-pst.3sg friend such.thing there our-m indf uncle be.pst.3m.sg Taj Muhammad university-obl stay be.pst.3m.sg;We spent the night somewhere. In the morning I told my friend that I have an uncle. Taj Muhammad lives at the University of Peshawar.;;;;;;;;;;;;;
20211031-AlifIntrwLiteracy;104;yes;lekʨur;n;lekʨur;lecture;Eng;ɬimek;ɬ-imek;give-prs.1pl;ama gawar i lekʨar gawar baːti e lekʨur ɬ-imek taːnu ilaːqa-a;we Gawar erg/ins lecture Gawar word erg/ins lecture give-prs.1pl self's area-obl;we give lecture in Gawarbati in our areas;17;;;;;;;;;;;;
20220202-BestLeaderRdnSaysNoorAkber;10;no;paisa;nm;pajsa;money;;ɬi;ɬi;give.cv;ãː tine zamaːna-a har maːnuʂ-ãː pata tʰana ʨi hurus-an-a ʥaŋg bi haranu-a rataj kara zaxmi bit ba hukumat pajsa ɬi;I that.obl time-obl every man-dat knowledge be.prs.3m.sg that Russia-gen-m war add Arandu-obl on who injured irr government money give.cv;I am from that time, at that time whoever was injured in the war in Russia, he would get compensation from the government.;;;;;;;;;;;;;
20220202-BestLeaderRdnSaysNoorAkber;11;no;paisa;nm;pajsa;money;;ɬi;ɬi;give.cv;kark-an-a aːma naɕ-i ba hukumat pajsa ɬi;someone-gen-m house damage-cv irr government money give.cv;If any one's house was damaged, he would get money.;;;;;;;;;;;;;
20211031-GhulamIntrwPolitics;44;yes;manzuri;n;manzuri;approval;;ɬitus;ɬ-itus;give-prf.3sg;jak pep-an-i manzuri ɬ-itus;one gen-f approval give-prf.3sg;Approved a pipeline;21;;;;;;;;;;;;
20211031-GhulamIntrwPolitics;51;yes;manzuri;n;manzuri;approval;;ɬitus;ɬ-itus;give-prf.3sg;do haʐaːr baːra-a ʥ-i amaː ki miɖal sikul-an-i manzuri ɬ-itus;two thousand twelve-obl come-cv we.dat to middle school-gen-f approval give-prf.3sg;Approved middle school for us;21;;;;;;;;;;;;
20211031-GhulamIntrwPolitics;83;yes;qurbaːni;n;qurbaːni;sacrifice;Ar;ɬema;ɬema;give.fut.1sg;aː sa ʂaʦi taːnu ʥaːni maːli qurbaːni ɬema;I prox.obl.sg for self's life(?) sacrifice give.fut.1sg;I will sacrifice my life for this;;;;;;;;;;;;;
20220408-HizbullahPlayingDubbleKhargai;10;no;baːlegirai;n;baːl-egirai;ball-erg/ins;;ɬimet;ɬ-imet;give-prs.3pl;au giri ɕuro b-imaːn ite ʈʰaːn-a jak waːri-a baːl-egirai ɬ-imet;and again start be-prs.3sg here area-obl one other-obl ball-erg/ins give-prs.3pl;It starts again, this time the ball hits one other;;;;;;;;;;;;;
20220408-HizbullahPlayingDubbleKhargai;27;no;karka;n;kark-a;someone-obl;;ɬimaːniu;ɬ-imaːniu;give-prs.2pl;uʨat ke kark-a ɬ-imaːniu;do.cv someone-obl give-prs.2pl;Who do you hit?;;;;;;;;;;;;;
20211031-GhulamIntrwPolitics;94;yes;darxaːst;nf;darxaːst;request;Per;ɬitum;ɬ-itum;give-prf.1sg;aː taːnai di irigaɕan-an-i daftari di darxaːst ɬ-itum asa kʰanʈa-a ʂaʦi;I self go.cv irrigation-gen-f office go.cv request give-prf.1sg prox.obl.sg drain-obl for;I went to the irrigation office and applied for this canal;21;;;;;;;;;;;;
20211031-GhulamIntrwPolitics;155;yes;sabaq;n;sabaq;lesson;Per;ɬimet;ɬ-imet;give-prs.3pl;roʦ-a di namatpiɕi mizaːn bad do baʥa tin baʥa mizaːn tasuaː tin baqaida sabaq ɬ-imet;morning-obl go.cv until two hour three hour until dist.dat.pl three regular lesson give-prs.3pl;They give them regular classes from morning till two or three in the afternoon.;17;;;;;;;;;;;;
20211114-AhmadDrivingStory;128;yes;mubaːraki;n;mubaːraki;congratulations;Ar;ɬiton;ɬ-iton;give-prf.3pl;giri kol iskul-an-a maːla nang-ok-aː maː mubaːraki ɬ-iton;then when school-gen-m down descend-pst.1pl-dat I.dat congratulations give-prf.3pl;And when I got out of there, I got congratulations;16;;;;;;;;;;;;
20220409-RafeezUllahDarsolQuran;22;no;misaːl;n;misaːl;type;;ɪitu;ɪi-tu;give-prf.2sg;quraːn-a pudami tʰo-i laka tuĩ ja misaːl ɪi-tu ba ja baj muaːɕira-an-i islaʰ ki raw-an-i ker-aːn d-imaːn;Quran-obl before put-cv like you.sg.erg indf type give-prf.2sg irr indf good society-gen-f reformation what way-gen-f do-pass go-prs.3sg;If you give an example by keeping the Qur'an in front of you, how can a good society be reformed?;;;;;;;;;;;;;
20220409-RafeezUllahDarsolQuran;26;no;taaːlaːni;<Not Sure>;taaːla-an-i;almighty-gen-f;;ɬisan;ɬ-isan;give-ptcp.pf;tu darsulquraːn gawar gaːʂʈi ke-mes ʨun-ki jak maːɕra-an-i aman-i zabaːn karik zabaːn tʰini gawarbaːti tʰini allah taaːla-an-i ɬ-isan zabaːn;you.sg Dars.al-Qur'an Gawar language do-prs.2sg because(?) one society-gen-f our-f language which language be.prs.3f.sg Gawar-word be.prs.3f.sg God almighty-gen-f give-ptcp.pf language;One of the languages given by Allah is Guarbati, you also teach in Guarbati here.;;;;;;;;;;;;;
20220101-HajiLiteratureIntrw;92;yes;haːra;n;haːra;song;;ɬi;ɬi;give.cv;ɕer u ɕaːiri ker-i jaː haːra ɬi lik-isan-ta baːl-i ʥa-i se;poem poetry do-cv or song give.cv write-ptcp.pf look-cv say-cv dist.sg;When he sang his poetry, was it written or sung orally?;18;;;;;;;;;;;;
20220106-TikaSinging;9;yes;haːra;n;haːra;song;;ɬes;ɬes;give.pst.2sg;haːra maːra kola paːɬena ɕuro ke-daːu kola paːlena haːra ɬes;song when since do.start-dist.pst.2sg when since song give.pst.2sg;When did music begin?;18;;;;;;;;;;;;
20220106-TikaSinging;16;yes;daːvat;n;daːvat;invitation;Ar;ɬi;ɬi;give.cv;ki rav-an-a me xalaq daːvat ɬi gaː-jet;what way-gen-m you.pl.obl people invitation give.cv carry-pst.3pl;How did people invite you to music?;19;;;;;;;;;;;;
20220106-TikaSinging;17;yes;haːra;n;haːra;song;;ɬiu;ɬ-iu;give-imp.pl;naj zaːtak ʈopal-i taːnu manzi haːra ɬ-iu;no young.people gather-cv self's with/at song give-imp.pl;Or would you gather for music yourself?;18;;;;;;;;;;;;
20220122-FridIntrw;47;yes;izat;nf;izat;honour;Ar;ɬimetaː;ɬ-imet-aː;give-prs.3pl;laka xalaq tãːki kata izat ɬ-imet-aː baj nazar e baːl-imet-aː;like people you.sg.dat how.many honour give-prs.3pl good watching look-prs.3pl-q;I mean, how do people look at you and respect you?;16;;;;;;;;;;;;
20220122-FridIntrw;88;yes;hast;nm;hast;hand;;ɬimet;ɬ-imet;give-prs.3pl;du kine time bi ʥ-imet ʥ-i au mo manzi hast ɬ-imet;two dist.pl add come-prs.3pl come-cv and I.obl with/at hand give-prs.3pl;There are others who come here to help;19;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;116;yes;taraqi;n;taraqi;development;Ar;ɬijau;ɬ-ijau;give-opt;ime mon-a ɕaːgird-aːn tʰanet aval-a daːxil ke-daːum daʂma-an-i sarʈifikeʈ asun-a hast-a ɬ-item allah asu taraqi ɬ-ijau izat ɬ-ijau;prox.pl my-m student-pl be.prs.3pl first-obl entered do-dist.pst.1sg gen-f certificate prox.gen.sg-m hand-obl give-prf.1sg God prox.obl.pl development give-opt honour give-opt;they are my students i admitted and gave them matric pass certificates. may God grant them succses and respect;;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;116;yes;izat;nf;izat;honour;Ar;ɬijau;ɬ-ijau;give-opt;ime mon-a ɕaːgird-aːn tʰanet aval-a daːxil ke-daːum daʂma-an-i sarʈifikeʈ asun-a hast-a ɬ-item allah asu taraqi ɬ-ijau izat ɬ-ijau;prox.pl my-m student-pl be.prs.3pl first-obl entered do-dist.pst.1sg gen-f certificate prox.gen.sg-m hand-obl give-prf.1sg God prox.obl.pl development give-opt honour give-opt;they are my students i admitted and gave them matric pass certificates. may God grant them succses and respect;16;;;;;;;;;;;;
20220124-SadaatVisitAkroiToArandugole;50;yes;maːlagran;<Not Sure>;maːlagran;lower.side;;ɬitua;ɬit-ua;give-pst.3m.sg;fus ga-i-ãː ki amaj ʥa-ua qabla bagran ʥa-i maːlagran ɬit-ua amn-a nawari-ãː dijana daragran bua;lost go-cv-dat to we.erg say-pst.3m.sg Qibla towards say-cv lower.side give-pst.3m.sg our-m dat upper.side be.pst.3m.sg;We continued our journey towards Qibla but this time it was like we had to descend this peak on the other side.;;;;;;;;;;;;;
20220124-SadaatVisitAkroiToArandugole;81;yes;mubaːraki;n;mubaːraki;congratulations;Ar;ɬiton;ɬ-iton;give-prf.3pl;tasuĩ ʥa-won ʨi amã mubaːraki ɬ-iton ʨi me ta baʨ b-itaneu marg-an-a;dist.erg.pl say-pst.3pl that we.dat congratulations give-prf.3pl that you.pl saving be-prf.2pl death-gen-m;He congratulated us that we have escaped death.;16;;;;;;;;;;;;
20220126-AfserStory;36;yes;paisaː;nm;paisa-a;money;;ɬiu;ɬ-iu;give-imp.pl;ʥo asaʥo asa ʈivi-an-a ʥa-us me ama rataj vagila ke asa paisa-a ɬ-iu ʥa-von-ãː ama asa paisa-a bi ɬ-imaːn bok xo hans-ot ʨi ime xo vaːqie saːda-gan tʰnet niaːama xo saːda xalaq bok jaːr;prox.obl.sg prox.obl.sg TV-gen-m say-pst.3sg you.pl we.obl on thing do.cv prox.obl.sg money-obl give-imp.pl say-pst.3pl-dat we prox.obl.sg money-obl add give-ptcp.ipf be.pst.1pl but laugh-pst.3pl that prox.pl simple be.prs.3pl we but simple people be.pst.1pl friend;Some people jokingly told us to pay for the TV. When we were paying, they laughed and said that you guys are really simple.;;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;51;no;gila;n;gila;thing;;ɬitum;ɬ-itum;give-prf.1sg;unzukaːl muj du ʈem-a gila ɬ-itum du ʈem-a muj paːʂ tali-tum nori saːf-a pena baːl-a mon-a gom lafl-a tʰana;year I.erg two time-obl thing give-prf.1sg two time-obl I.erg dung put-prf.1sg now all-obl from look-imp.sg my-m wheat good-m be.prs.3m.sg;I gave urea twice this year, now look my wheat is the best.;;;;;;;;;;;;;
20220202-BestLeaderRdnSaysNoorAkber;23;yes;woʈ;n;woʈ;vote;Eng?;ɬimek;ɬ-imek;give-prs.1pl;ʂunɖ-os-aː ama ɖal-e pol-a tasãː woʈ ɬ-imek;hear-pst.2sg-q we big small-m dist.dat.sg vote give-prs.1pl;And we, yong and elder, will vote for him.;19;;;;;;;;;;;;
20220202-BestLeaderRdnSaysNoorAkber;39;yes;darxaːst;nf;darxaːst;request;Per;ɬimem;ɬ-imem;give-prs.1sg;karik ʨi ã gawar-an-a hukumat-ãː darxaːst ɬ-imem;which that I Gawar-gen-m government-dat request give-prs.1sg;As much as I have submitted a petition to the Govt against the Gawar;;;;;;;;;;;;;
20220408-HizbullahPlayingDubbleKhargai;39;yes;gam;n;gam;beating;;ɬidaːus;ɬ-idaːus;give-dist.pst.3sg;sejak kark-a ʨi tasa gam ɬ-idaːus ba tas ʂaʦ-ui ba giri se uʂʈ-imaːn sejak niɕ-imaːn;dist.sg-one someone-obl that dist.obl.sg beating give-dist.pst.3sg irr dist.obl.sg get.injured-pst.3f.sg irr then dist.sg get.up-prs.3sg dist.sg-one sit-prs.3sg;The boy who was hit gets up and the other sits down;20;;;;;;;;;;;;
20220506-HamasAfghanAtArandu;22;no;aːmaː;nm;aːma-a;house-obl;;ɬimaːniu;ɬ-imaːniu;give-prs.2pl;tine baki me gawarbaːti aːma-a ɬ-imaːniu beraːnti baːzaːr-a bi gawarbaːti ɬ-imaːniu-aː;there side you.pl Gawar-word house-obl give-prs.2pl outside market-obl add Gawar-word give-prs.2pl;There in Afghanistan, you speak Gawarbati in the houses or in the market.;;;;;;;;;;;;;
20220408-InamPlayingGuldanda;59;yes;gam;n;gam;beating;;ɬimet;ɬ-imet;give-prs.3pl;baŋgar-imet ɕila-ãː zi kãkiʨ di iʦin-a ʂaʦ-iba ʂaʦ-iba lo nes-iba aːma ʥaːibaːb-en su giri gam ɬ-imet;be.afraid-prs.3pl such.thing-dat comp Guli.Danada go.cv eye-obl get.injured-fut.3sg get.injured-fut.3sg blood come.out-fut.3sg house mother-father-pl prox.pl.obl then beating give-prs.3pl;We afraid that we may not injured, they will not touch their eyes, then they will be scolded by their parents at home.;20;;;;;;;;;;;;
20220409-RafeezUllahDarsolQuran;17;yes;taufeq;n;taufeq;agreement;;ɬimaːn;ɬ-imaːn;give-prs.3sg;har insaːn-a allah tabaːra wa taaːla te roza-an-i maːsoi-a neki ke-ik-an-i taufeq ɬ-imaːn;every human.being-obl great and glorious God dist.obl.sg Ramadan-gen-f month-obl good_deeds do-vn-gen-f agreement give-prs.3sg;Allah allows people to do good deeds in this month;22;;;;;;;;;;;;
20220409-RafeezUllahDarsolQuran;27;yes;dars;n;dars;Islamic.lessons;Ar;ɬiwaːwa;ɬ-iwaːwa;give;woj kata zarur-i tʰana laka taːnu zabaːn-e dars ɬ-iwaːwa;prox.sg how.many need-cv be.prs.3m.sg like self's language-erg/ins Islamic.lessons(?) give;So how important is it to teach in your mother tongue?;17;;;;;;;;;;;;
20220506-NasirAhmadAfghanAtArandu;49;no;peɣaːm;n;peɣaːm;message;;ɬimes;ɬ-imes;give-prs.2sg;sahi waːri ki peɣaːm ɬ-imes ba gawaːr-ãː ki;true besides what message give-prs.2sg irr Gawar-dat to;Any message?;;;;;;;;;;;;;
20220409-RafeezUllahDarsolQuran;34;yes;dars;n;dars;Islamic.lessons;Ar;ɬimet;ɬ-imet;give-prs.3pl;dars ul quraːn ɕuro ker-i kata waxt b-imaːn au aksar ama ta-mek zi ramazaːn ul mubaːrak-an-i maːsoi-a dars ɬ-imet ulamaːi karaːm ʈem-a asa-ãː ki zor na ɬɪ-met asan-a ki waʥa tʰana;Dars.al-Qur'an do.start-cv how.many time be-prs.3sg and often we see-prs.1pl comp Ramadan-gen-f month-obl Islamic.lessons(?) give-prs.3pl scholars time-obl prox.obl.sg-dat to power not give-prs.3pl prox.gen.sg-m what reason be.prs.3m.sg;Since when did Dars al-Qur'an start and also that we often see that the scholars emphasize it in Ramadan as compared to non-Ramadan, what is the reason?;17;;;;;;;;;;;;
20220506-ZiaUddinAfghanAtArandu;51;no;peɣaːm;n;peɣaːm;message;;ɬimesaː;ɬ-imes-aː;give-prs.2sg;xaː sahi tʰana waːri ki peɣaːm ɬ-imes-aː;so true be.prs.3m.sg besides what message give-prs.2sg;Well if you should give some message.;;;;;;;;;;;;;
20220410-HishamWithGrass;31;yes;naːm;nm;naːm;name;;ɬa;ɬ-a;give-imp.sg;su gãːs-an-a ki naːm tʰana-a ki ki gãːs tʰɪ-maːn qismqism-an-a jakata naːm ɬ-a baten;prox.pl.obl grass-gen-m what name be.prs.3m.sg what what grass be-prs.3sg kind-kind-gen-m name give-imp.sg please;Name how many types of grass there are.;18;;;;;;;;;;;;
20220410-HishamWithGrass;44;yes;xoraːk;n;xoraːk;food;Psh;ɬimaːniuaː;ɬ-imaːniu-aː;give-prs.2pl;asu maːl-a aːma-a tajaːr xoraːk ɬ-imaːniu-aː xo kine gaː-imaːniu bi;prox.obl.pl livestock-obl house-obl ready food give-prs.2pl where take-prs.2pl add;So you feed these animals home-made food or take them somewhere.;5;;;;;;;;;;;;
20220701-AbulHassanNahairSafai;23;no;paisa;nm;pajsa;money;;ɬimet;ɬ-imet;give-prs.3pl;naj bi maramat-ãː pajsa ɬ-imet au naj bi kʰud ke-met;no add repair-dat money give-prs.3pl and no add do.ask-prs.3pl;They neither give nor ask for repair money;;;;;;;;;;;;;
20220701-AbulHassanNahairSafai;47;no;paisa;nm;pajsa;money;;ɬiu;ɬ-iu;give-imp.pl;asa kʰanʈa-an-a muramat-a ʂaʦi simeʈ na ke-maːniu ba maraːmat-a ʂaʦi pajsa ɬ-iu ʥa-ua tasa bi na ɬ-ɪton;prox.obl.sg drain-gen-m repair-obl for cement not do-prs.2pl irr repair-obl for money give-imp.pl say-pst.3m.sg dist.obl.sg add not give-prf.3pl;If you do not arrange the cementing of this canal, then give money for the repair;;;;;;;;;;;;;
20220410-HishamWithGrass;52;yes;naːm;nm;naːm;name;;ɬa;ɬ-a;give-imp.sg;golaŋg-a ki ki qism-an-a golaŋg tʰi-met ɖal polaːna naːm ɬ-a biten;cattle-obl what what kind-gen-m cattle be-prs.3pl big name give-imp.sg please;Please name some of the big annimals?;18;;;;;;;;;;;;
20220417-RahimUllahZamidari;33;yes;naːmnaːma;nm;naːm-naːm-a;name;;ɬa;ɬ-a;give-imp.sg;asa ʥaː tu biu biu kata qism-an-i tʰɪ-maːn naːm-naːm-a ɬ-a baten aman-a xalaq karik qism-an-i biu-a law istimaːl ke-met;prox.obl.sg say.imp you.sg paneeri paneeri how.many kind-gen-f be-prs.3sg name-pl-obl give-imp.sg please our-m people which kind-gen-f paneeri-obl very do.use-prs.3pl;Name how many types of seeds are used for paddy cultivation especially in these areas?;18;;;;;;;;;;;;
20220701-FazalAkbarAboutCWC;96;no;umur;n;umur;age;;ɬijau;ɬ-ijau;give-opt;allah asan-i umur-a barakat tala-jau allah asa umur ɬ-ijau ʨi asa baːti-a ja ʈʰaːn-ãː feda-i;God prox.gen.sg-f age-obl blessing put-opt God prox.obl.sg age give-opt that prox.obl.sg word-obl indf area-dat reach-cv;May he live long;;;;;;;;;;;;;
20220701-FazalAkbarAboutCWC;106;no;umur;n;umur;age;;ɬijau;ɬ-ijau;give-opt;allah asan-i umr-a barakat tala-jau allah asa umur ɬ-ijau zi amãː ki;God prox.gen.sg-f age-obl blessing put-opt God prox.obl.sg age give-opt comp we.dat to;May Allah bless his life;;;;;;;;;;;;;
20220702-AbdulMananSingingPoetry;20;no;haːnsi;nf;haːnsi;mouth;;ɬitu;ɬ-itu;give-prf.2sg;hansi hansi naː mo xaːli haːnsi ɬ-itu;mouth mouth I.obl just mouth give-prf.2sg;You cheated me in the name of friendship;;;;;;;;;;;;;
20220702-AbdulMananSingingPoetry;22;no;haːnsi;nf;haːnsi;mouth;;ɬitu;ɬ-itu;give-prf.2sg;hansi hansi naː mo xaːli haːnsi ɬ-itu naː;mouth mouth I.obl just mouth give-prf.2sg;Cheated me in the name of friendship;;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;46;yes;paːʂ;nf;paːʂ;dung;;ɬa;ɬ-a;give-imp.sg;kʰaːnʦ-i paːʂ tala-i tasa tenna tasa kar ker-a ʈem-a tasa tenna uzel-i paːʂ ɬ-a ɖeraːn-i paːʂ ɬ-a;black-f dung put-cv dist.obl.sg from.there dist.obl.sg do-imp.sg time-obl dist.obl.sg from.there white-f dung give-imp.sg f dung give-imp.sg;Black urea, white urea and this native dung also have to be added with it;8 or 3;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;46;yes;paːʂ;nf;paːʂ;dung;;ɬa;ɬ-a;give-imp.sg;kʰaːnʦ-i paːʂ tala-i tasa tenna tasa kar ker-a ʈem-a tasa tenna uzel-i paːʂ ɬ-a ɖeraːn-i paːʂ ɬ-a;black-f dung put-cv dist.obl.sg from.there dist.obl.sg do-imp.sg time-obl dist.obl.sg from.there white-f dung give-imp.sg f dung give-imp.sg;Black urea, white urea and this native dung also have to be added with it;8 or 3;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;49;yes;paːʂ;nf;paːʂ;dung;;ɬitu;ɬ-itu;give-prf.2sg;tasan ajaː woj tʰana kʰaːnʦ-i paːʂ ɬ-itu ba law baj tʰana;dist.gen.sg come.pst.3sg prox.sg be.prs.3m.sg black-f dung give-prf.2sg irr very good be.prs.3m.sg;Black urea produces very good crops;8;;;;;;;;;;;;
20220506-NasirAhmadAfghanAtArandu;28;yes;naːm;nm;naːm;name;;ɬa;ɬ-a;give-imp.sg;xaː naːm ɬ-a aːxir ki ɕai nahnet ki nahnet;so name give-imp.sg ending what thing no.3pl what no.3pl;What are these things?;18;;;;;;;;;;;;
